RegionID,RegionName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02
395050,"Salinas, CA",123,174300,174186,174233,174555,174927,175395,175477,175887,176420,176976,177568,177965,178971,179513,179906,179928,180240,180699,182146,183122,184040,185146,186912,188925,190086,191189,192480,194050,195447,196773,197743,198998,200313,201432,202615,203819,205556,207575,209749,212211,214521,216870,219176,221989,225202,228933,232260,235724,239291,243374,247810,252243,257014,261847,266847,271925,277114,282290,287458,292667,297913,302689,307099,311486,315893,320421,324305,327790,330179,332243,334308,336210,337946,339122,340490,341864,343339,344934,346944,349369,352902,356935,361048,365001,368789,373017,377116,381321,385911,390082,394509,399151,405276,410398,415901,420741,428042,436758,446228,455229,463622,473430,483987,494748,505062,515127,524572,536146,547002,557140,565416,574759,585668,596572,606342,614140,617259,620682,623998,626646,628110,628880,629548,629959,629476,627267,623701,619552,615143,610716,604595,600712,592604,586004,579861,575795,567207,558629,549688,541649,534181,529172,526295,517756,510247,499208,489336,473358,458579,444440,429567,414780,399540,383889,369957,357640,348010,337619,328312,321292,318851,316954,319481,322883,329116,333704,336364,340424,341634,345274,347600,351372,351371,348515,343541,338741,334518,330563,327265,323753,323348,322135,320996,318002,315947,316510,315195,314095,309675,310318,310540,311631,309956,311266,313070,317179,320313,322483,325032,327812,334408,338563,342909,347399,354590,360789,366277,371697,379257,389187,401793,413025,423042,427979,434917,438698,444351,446620,450590,452838,454378,453161,450063,448522,447232,450684,452497,457368,458079,460697,462361,466259,468900,473271,477003,482002,485106,487865,490563,492970,497148,501935,506998,509947,513803,515925,520842,523329,526619,528877,531801,534169,536272,538561,540877,542688,544559,547843,548852,549975,552061,555257,557789,560426,564222,567413,569432,573050,576169,579727,583066,586622,589366,589540,590703,591153,591789,592235,593544,594274,595233,595458,596412,597621,598853,601771,604141
395183,"Vallejo, CA",124,138192,137531,136957,136493,136332,136261,136474,136528,136654,136828,137269,137685,138091,138488,138944,139506,139762,140101,140238,140730,141216,141748,142316,142921,143765,144384,145046,145659,146404,147148,147890,148599,149350,150062,150866,151711,152842,154053,155346,156615,157879,159175,160564,162483,164859,167718,169923,172160,173822,175945,178156,180617,183998,187506,191391,194562,197146,199555,203396,207424,211514,215135,218809,222647,225050,227801,230251,233109,235969,238442,239787,241103,242859,245091,247585,250054,253355,256084,258968,261765,265072,269006,273446,277576,281378,285048,288151,291184,294027,297096,300009,303583,307569,311797,315504,319462,323660,327887,333030,338477,344512,351072,357795,364824,371019,376763,381092,386222,391972,399530,406643,413955,420684,426200,430974,434206,438039,440572,445430,448159,450210,451237,451866,450496,447809,444916,442203,439800,436322,433036,428202,425296,423936,419619,414680,410479,407729,405213,401759,396208,387388,376085,365983,356348,345626,334845,324477,314784,305622,295506,285280,274179,267592,265245,264856,260678,255649,251609,248446,243293,238106,234906,234196,236142,237393,237425,234750,235478,235493,236934,236640,239054,240126,241024,240212,239829,237019,232981,229753,227184,226186,223405,220791,218233,216256,214940,213691,211202,209348,207973,208010,207210,206603,206343,207952,209369,212465,214164,215606,218131,223121,229759,234881,240550,246759,253720,260524,266750,271540,276346,283473,290223,295726,298934,303905,307220,309738,312821,316451,320619,323510,327141,327184,328088,327965,330513,332482,336299,339849,341543,340868,339846,340757,342677,347885,351382,355749,357738,358476,358803,359387,362686,367558,373027,377552,380320,381321,383520,385414,387294,391414,395024,399414,400764,401925,401796,403332,406402,410353,413606,417600,424509,428049,430122,430364,432823,435573,437858,439191,440350,441662,443929,445292,442342,440838,440257,442684,443493,443773,444881,445960,446752,447261,447260,447665,450031,452504
394870,"Mobile, AL",125,74938,75134,75405,75792,76067,76306,76339,76409,76427,76481,76485,76704,77036,77440,77661,77811,78109,78378,78948,79592,80458,81264,81977,82406,82689,83036,83616,84075,84584,85276,85927,86322,86444,86627,86921,87406,88001,88474,88776,89066,89336,89547,89843,90269,90756,91185,91649,92119,92573,93177,93723,94264,94681,95103,95331,95553,95876,96312,96669,97002,97377,97742,98185,98731,99200,99550,99852,100183,100399,100556,100674,100744,100722,100594,100475,100269,100218,100226,100391,100549,100712,100760,100823,100946,101132,101374,101559,101774,101945,102102,102105,101965,101940,102104,102438,102688,102933,103132,103374,103669,103945,104345,104777,105224,105529,105914,106402,106825,107201,107535,108077,108621,109283,109946,110873,112439,114373,116442,117618,119208,120601,122441,123783,125215,126853,128440,129809,130762,131342,131574,132575,133252,134368,135102,136221,137036,137218,137378,137282,137007,136923,136937,136874,136902,136683,136620,136880,138058,139289,139768,140110,140283,140121,139460,139046,138726,138726,138070,136761,134321,132211,131088,130073,129482,129012,129382,129494,128498,126940,125463,124502,123349,122134,120597,119795,118406,116790,114269,111961,110916,110562,110325,109332,108785,108362,107999,106847,105918,105457,105364,104694,103609,102418,102075,102311,102187,101638,101181,101326,101783,101880,102438,103418,104356,104385,103502,102534,102299,102469,102667,102762,102568,102692,102429,102328,101946,102151,102610,103319,103713,104143,104320,104300,104259,103975,103658,103218,103706,104196,104815,104905,105158,105218,105397,105537,105708,105964,106382,107026,107180,107632,107875,108391,108563,108843,109126,109641,110390,111216,111829,112299,112505,112680,112580,112641,112831,113257,113914,114392,114657,115008,115541,115834,116149,116396,117300,118041,118775,119149,119418,119585,119972,120153,120517,120859,121438,121911,122222,122569,122952,123521,124094,124840,125523,126352,127040,127950
395015,"Reading, PA",126,102716,102348,102180,101969,101812,101616,101641,101795,101853,101912,101865,102027,102120,102305,102264,102358,102406,102593,102516,102371,102391,102422,102485,102398,102431,102457,102507,102513,102556,102538,102655,102686,102743,102754,102936,103160,103462,103675,103873,104084,104342,104643,104688,104733,104801,105173,105719,106202,106501,106699,107061,107492,107904,108219,108725,109432,110083,110490,110516,110712,111111,111599,111907,112115,112427,112799,113068,113343,113743,114317,114953,115479,115830,116228,116956,117790,118456,118852,119332,119866,120536,121272,122157,122986,123699,124483,124892,125250,125426,126044,127248,128464,129067,129355,130116,131637,133550,135173,136504,137732,139475,141454,142932,144064,145553,146997,148237,148652,149123,149457,150593,152377,154172,155849,156744,158124,159846,162420,163873,165341,166687,169116,170983,172179,173492,174846,176639,177694,178643,178842,179841,180414,181062,181044,181392,182158,182796,182807,182725,182769,182629,182555,182547,183074,183338,183447,183311,182480,180903,179562,178979,178872,178658,178162,177500,176682,175489,174623,173745,173535,173432,173378,173136,172809,172471,172429,172065,171954,171908,171835,171780,171193,170939,170388,169234,167798,166197,164705,163829,162801,162180,160835,159745,158842,157792,156785,156127,155752,155783,155580,155130,154605,154013,154040,153712,153317,152927,152819,153081,153155,153254,153550,154101,154486,154581,154343,154479,154875,155769,156541,156675,156791,156555,156300,155626,155484,155848,156462,156852,157129,156944,156794,156821,157145,157624,157962,158288,158337,158288,158423,158577,158532,158608,158721,158974,158839,158718,158991,159920,160819,161248,161171,161071,161345,161598,162086,162603,163332,163984,163947,163497,163406,164288,165688,167005,168257,169505,170392,171101,172059,173413,175235,176863,178392,179251,179994,180654,181214,181718,182311,182816,183004,182745,182920,183418,184010,184439,184840,185383,185983,186640,187380,188295,189323,190549,191378,192173
394421,"Brownsville, TX",127,"","","","","","","","","",80131,79449,79239,78941,79184,79311,79304,79361,79552,79866,80238,80643,81040,81584,81976,81985,81659,81499,81622,81637,81698,81718,81744,81769,81837,82481,83250,84328,84842,85457,85976,86686,87052,87326,87489,87696,87859,88017,88046,87844,87718,87643,87676,87562,87566,87585,87837,88003,88204,88166,88021,87823,87527,86821,85967,85157,84837,84681,84549,84468,84403,84460,84490,84512,84732,85228,85961,86548,86757,86844,86996,87244,87259,87257,87348,87517,87448,87381,87547,87780,88069,88234,88560,88842,89562,90375,91368,92451,93836,95363,96216,97330,98261,99349,99753,100260,100598,100951,101257,101738,102014,102094,102357,102574,102985,103410,104180,104866,105506,105975,106206,106268,106461,106646,106894,107067,107285,107543,107780,107920,107960,108255,108673,108854,108635,108331,108227,108329,108314,108191,107354,106794,106251,106407,106388,106404,106971,107666,108194,107716,107127,106673,107489,108143,108796,107680,106983,106327,105664,104873,104277,104504,104923,105077,105196,104959,104904,105515,105851,106310,106360,106712,106551,106383,106030,105713,104706,103879,103266,102979,102841,102556,102137,101529,101164,101205,101145,101008,100696,100402,99815,99069,98200,97221,96806,96301,96005,94567,93795,93579,93990,94373,94061,94017,93729,93903,93618,93365,93233,94035,94407,94169,93496,93216,93627,93516,93520,93279,93467,93862,93929,94145,94208,94790,95246,95453,95436,95785,96528,97530,98222,98695,99150,98993,98987,98413,98405,98162,98119,98351,98039,97662,97229,97163,97327,97595,98007,98473,98845,99323,99977,99940,100422,100547,101095,101451,101581,101866,101745,102362,102785,103181,103048,103139,103198,103681,104016,103902,103919,103585,103970,103879,104085,104025,104179,104642,105248,105637,105836,106410,106937,107645,107964,108297,108502,108908,109366,109607
394746,"Killeen, TX",128,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",122371,122358,122394,122464,122656,122906,123208,123541,123871,124209,124636,125866,127127,128325,128745,129166,129543,129932,130256,130580,130860,131169,131236,129863,128408,127144,127315,127582,127760,127831,127852,127779,127791,127755,127992,128667,129458,130078,130193,130153,130007,129815,129671,129508,129283,129021,128578,128266,127744,127357,126773,126141,125581,125152,124840,124555,124208,123747,123420,123248,123385,123549,123680,123804,123928,124032,124154,124187,124263,124338,124520,124486,124433,124186,124065,123712,123336,122928,122562,122092,121454,120973,120586,120507,120278,119939,119377,119472,119619,119865,119694,120130,120700,121143,121057,120856,120609,120648,120966,120816,120567,120286,120351,120222,120035,120068,120280,120351,120447,120552,120441,120537,120870,121233,121611,121621,121905,122193,122745,123474,124092,124290,124686,125207,125885,126247,126402,126784,127160,127321,127310,127169,127372,128148,128781,129128,128862,129120,129500,129996,130113,130472,130833,131482,131921,132248,132480,132717,133277,133679,134374,134984,135793,136232,136803,137129,137635,137941,138587,139431,140473,141381,141913,142178,142445,143016,143852,144591,145126,145639,146036,146458,146797,147361,148087,148898,149713,150445,150914,151533,152268,153146,153990,154739,155415
394439,"Canton, OH",129,81504,82212,82644,83097,83553,84006,84482,84936,85329,85624,86020,86124,86446,86495,86919,87238,87576,87878,88095,88295,88556,88967,89549,90088,90452,90894,91319,91862,92300,92741,93195,93656,94144,94577,94917,95248,95557,95802,96047,96186,96410,96728,97194,97785,98287,98788,99321,99899,100546,101154,101711,102322,102906,103359,103626,103735,103948,104173,104387,104469,104465,104525,104649,104828,104972,105169,105458,105802,106056,106140,106317,106605,107052,107455,107821,108187,108479,108838,109095,109416,109681,110075,110344,110638,110868,111156,111454,111648,111963,112208,112522,112711,112989,113297,113669,113935,114097,114126,114207,114368,114532,114628,114756,114963,115147,115330,115466,115805,116230,116788,117216,117586,117921,118405,118800,119126,119417,119675,120007,120103,120202,120144,120274,120293,120399,120261,120303,120281,120428,120562,120816,121028,121347,121216,120647,120027,119553,119417,118781,118325,117681,117453,116771,116176,114929,114548,114450,114965,115025,115055,115350,115683,115615,115089,114566,113880,113471,113036,113233,112956,112764,112195,112053,111669,112106,112231,112740,113345,114266,114614,114024,113186,112392,111773,110837,110104,108753,107835,106737,105883,104984,104329,103782,103372,102952,102617,102360,102030,102016,101985,102030,102071,101882,101605,101516,101709,102196,102596,102982,103281,103608,103687,103799,103897,104496,105282,105878,106106,106155,106329,106334,106435,106291,106427,106564,106488,106110,105567,105392,105559,105664,105877,106046,106420,106774,107254,107520,107932,108196,108822,109330,109920,110484,110973,111693,112055,112572,112668,113190,113777,114598,115054,115429,115633,115826,115697,115490,115498,115851,116489,116898,116985,117169,117382,117818,118023,118577,119401,120244,121033,121453,121900,122297,123180,124066,124885,125443,125981,126554,127121,127789,128432,129100,129765,130573,131185,131729,132351,133109,134059,134820,135527,136166,136830,137606,138339,139041
394372,"Beaumont, TX",130,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",67423,67706,67994,68310,68456,68521,68747,68982,69179,69351,69530,69701,69817,69872,69753,69833,70065,70448,70589,70668,70749,70870,71002,71145,71355,71425,71488,71574,71743,71772,71801,71798,71900,71940,72039,72149,72346,72721,73288,73890,74542,75303,76085,77142,78085,79149,79941,80720,81367,81883,82285,82684,83098,83566,84052,84359,84657,84836,85118,85480,85871,86395,86911,87397,87703,87990,88319,88770,89214,89748,90375,90990,91812,92437,93007,93401,93668,93978,94167,94573,95025,95467,95793,95987,95738,95536,95264,95376,96000,96502,97038,96954,96857,96628,96515,96481,96578,96632,96778,96739,96407,96051,95702,95517,95287,95250,95204,95155,95130,95148,95211,95126,95113,95058,95012,94995,94902,94779,94560,94463,94327,94186,93944,93811,93554,93402,93208,93162,93208,93125,93081,92853,92686,92515,92410,92406,92484,92585,92833,93121,93418,93696,93935,94244,94714,95273,95929,96505,97108,97660,98089,98361,98685,99088,99610,100165,100677,101202,101686,102148,102616,103109,103668,104285,104903,105527,106132,106637,107033,107292,107553,107881,108270,108714,109138,109548,109965,110464,110830,111216,111544,111998,112381,112784,113056,113237,113335,113515,113658,113798,114044,114345,114720,114968,115171,115231,115259,115290,115463,115583,115549,115443,115478,115780,116183,116636,117087,117522,118000,118518,118908,119188,119587,120461,121369,122035,122266,122475,122806,123191,123561,123887,124231,124644,125019,125031,124901,124789,124923,125039
394820,"Manchester, NH",131,115139,114799,114682,114747,114893,115115,115435,115773,116284,116763,117844,118866,119751,120032,120150,120295,120523,120899,121478,122200,122917,123708,124649,125593,126532,127224,128084,129016,130056,131158,132137,133083,133945,134908,135992,137266,138946,140579,142302,143603,144806,145808,146674,148101,149593,151521,153126,154857,155771,156432,156992,158416,160164,162123,164736,167044,169717,171747,174242,176194,178413,181536,184913,188097,190757,193205,195159,196834,198379,200097,201799,203785,206240,208141,210115,211967,214372,216883,219717,222843,226009,229290,232240,235133,237339,239756,241934,244168,245967,248189,250341,252374,254063,255963,257880,259674,261723,263874,266310,268553,270834,272553,274087,275722,277539,279208,281260,283513,286252,287993,289672,290930,292792,294401,295820,296834,297774,298432,298390,298442,297744,297822,296828,296002,293882,292080,290541,289584,288466,287269,285786,284752,283437,282937,281914,280981,280076,279665,279384,278271,277175,274579,272816,269801,268876,265577,263293,260341,258609,256180,253365,250785,248166,247998,247782,247714,244808,243047,242085,242264,242107,242309,242686,243208,243168,241536,239507,238567,238881,239503,239031,238481,237416,236162,234743,233391,232595,231601,230728,229251,228541,227132,225577,223277,221623,220027,218696,217226,216200,216914,217383,217157,215532,214807,215059,216000,216311,216546,216442,216992,217600,217948,218901,220596,222375,223807,224892,226256,228245,230469,232528,233433,233906,233312,232728,232064,232934,233682,234708,234680,234582,234720,235758,237477,238490,239759,240698,242565,243865,245753,246854,248513,249323,249300,248609,248572,250084,251585,252787,252937,253060,253057,253223,253370,254376,256346,258609,259890,260464,261523,263495,265149,266836,268098,270276,272303,274157,275696,277450,279896,281969,283289,283649,284990,286408,287564,288042,288864,290654,292283,293396,293625,294381,295359,296508,296968,297448,298703,300053,301281,301786,302507,303595,305345,307104,309093,311369
395048,"Salem, OR",132,113088,113737,114355,114954,115591,116260,116934,117605,118280,118889,119439,119964,120534,121209,121899,122624,123197,123715,124195,124798,125375,126194,126935,127704,128175,128567,129033,129482,130113,130644,131225,131477,131785,131812,132077,132248,132786,133242,133525,133698,133734,133967,134118,134497,134707,134870,134981,135316,135741,136193,136631,137114,137649,138153,138655,139172,139820,140780,141544,142064,142205,142324,142574,142880,143333,143758,144216,144664,145041,145328,145602,145884,146232,146719,147419,148117,148506,148667,148845,149353,149868,150527,151205,151715,152147,152501,153384,154286,155422,156332,157271,157482,158135,158324,158854,159843,161122,162560,162328,162098,161651,162267,162436,163334,163646,164988,165926,167122,168205,168939,170480,172055,174556,176675,180122,183029,186350,188674,191418,193885,196103,198995,202006,205274,207726,209943,211409,213099,214856,216630,218188,219100,220712,222098,223690,224618,224712,224883,224508,224305,223500,222526,221666,221026,220178,218569,216824,215398,214968,214074,212888,210829,208838,206978,205125,203517,201864,200319,198225,196450,194673,193523,192784,192592,192548,192525,191893,191028,190074,189711,189702,188688,187182,185320,183479,182565,181169,179836,178407,177163,175244,172869,170598,169571,168375,167044,165778,163469,162327,161360,161367,160908,161367,161935,162624,162550,163452,164869,166015,166926,166702,166849,166468,167231,168135,169646,171060,172396,172963,172915,174016,175799,178350,179929,181862,183080,183760,183948,184241,185137,186580,188782,189799,191012,191712,193105,194317,195522,196973,198202,199730,201451,202838,203971,205358,206654,208311,210142,211927,213759,215576,218069,220552,222599,224966,226917,229164,231206,233302,235455,237796,240521,243246,245552,247438,249281,250795,253010,255644,258276,261085,263128,265310,267792,270980,274205,276660,278994,281751,284597,287078,289264,290837,292352,293579,294240,294286,294496,295513,296733,297717,298324,298840,299571,300599,302032,303538
394327,"Anchorage, AK",133,125472,125997,126611,127164,127607,127961,128097,128260,128419,128463,128563,128753,129064,129683,129956,130361,130794,131469,132299,132739,133227,133490,133852,134228,134894,135305,136112,136940,137909,138644,139343,140706,141987,144139,145713,147237,147696,148248,148671,148756,148992,149221,150137,150736,151200,150973,150601,150152,149875,149898,149994,150481,150914,151687,152161,152790,153582,154996,157365,160486,163724,166618,169219,171563,173399,174688,175808,177039,178365,179540,180260,180693,181243,181685,181968,181967,182503,183132,183910,184620,185399,186404,186965,187552,187928,188843,190218,192263,193586,194831,195905,197206,198358,198575,199802,200813,202614,203536,204795,205823,207476,209591,211580,213387,214844,216874,218785,220783,222344,224283,225492,226828,228071,229564,231372,233242,235464,237647,239017,240193,241255,242823,244850,246686,248641,250105,251400,252491,253730,254875,256100,256863,257875,258775,259639,260498,261121,261979,262715,263350,263724,264009,263773,264125,264187,264698,264767,264929,265135,265031,265161,265036,264632,264087,264956,265939,266665,265942,265538,264902,264199,263593,263017,263250,263613,264352,264072,263899,264039,264733,264889,265035,265338,265558,265369,264575,264181,263236,262491,260918,259514,258485,258493,258844,259135,259207,259539,259815,260379,261192,262161,263393,264635,265781,265697,265261,264644,264825,265231,265872,265568,265964,266261,267418,268140,269153,271145,273033,274926,276122,276955,278016,279076,279559,280244,280751,281140,280716,280033,280467,281769,283141,284470,284939,285995,286875,287467,287863,289070,291298,293215,293812,293564,293060,292908,293438,294437,295752,297128,297791,297705,296707,295754,295289,294742,294872,294889,295379,295222,294956,294141,293624,293058,293474,294115,294789,295324,295989,296667,296435,296144,295764,295617,295504,294360,294810,295366,297301,297865,297567,296889,296194,295838,295679,299372,303671,309744,311662,313358,313718,314964,316365,317751,319140,320015,320346,317066
394520,"Davenport, IL",134,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",94933,94944,95084,95251,95247,95203,95258,95588,95865,96190,96456,96785,96903,97108,97170,97271,97519,97867,98181,98158,98256,98426,98640,98705,98948,99143,99299,99427,99779,100043,100188,100261,100259,100012,99850,99839,100100,100417,100849,101337,101621,101940,102168,102486,102892,103429,104030,104621,105078,105391,105551,105764,106210,106794,107508,108231,108795,109372,109896,110538,111239,111797,112428,112842,113241,113457,113633,113788,114186,114432,114588,114536,114455,114617,114743,115013,115286,115488,115846,116203,116473,116788,116815,117025,117245,117459,117568,117533,117368,117436,117294,116940,116363,116055,116053,115909,115485,115159,114992,114708,114366,113837,113535,113388,113416,113052,112666,112216,112133,111952,111881,112189,112785,113290,113402,113311,113412,113795,114263,114617,114635,114406,114016,113466,112655,112089,111830,111900,111531,110971,110265,109867,109616,109612,109578,109398,109182,108930,108713,108407,108246,108210,108361,108551,108853,109097,109317,109665,110228,110656,110857,110867,111002,111224,111245,111257,111252,111492,111623,111810,111823,112227,112584,113170,113783,114523,115161,115418,115504,115511,115802,116013,116353,116421,116754,116856,116688,116040,115907,116212,116732,116852,117028,117242,117382,117265,117129,117353,118122,119093,119594,119606,119479,119827,120131,120411,120535,120906,121425,121651,121354,121292,121624,122579,123466,123910,123946,124031,124507,125170,125492,126029,126940,127615,127824,127450,127284,127302,127554,127793,128068,128377,128899,129120,129168,129166,129524,130100,130566,131013,131484,131942,132219,132340,132448,132741
394972,"Peoria, IL",135,"","","","","","","","","","","","","","","","","","","","","","","","",82077,82552,82717,83140,83337,83701,84092,84497,84841,85116,85374,85655,86079,86286,86710,87068,87726,88125,88470,88836,89290,89855,90420,90993,91385,91726,91900,92212,92573,92955,93457,93794,94184,94454,94830,95038,95172,95316,95735,96357,96908,97514,97836,98349,98655,99128,99380,99877,100486,101064,101440,101488,101661,101719,101938,102077,102288,102437,102663,102756,102883,102957,103164,103372,103663,104026,104460,104704,105152,105390,105918,106381,107029,107665,108217,108813,109169,109528,109881,110463,110937,111633,111982,112343,112264,112410,112489,112812,113253,113836,114400,114910,115297,115626,115978,116513,117174,117728,118293,118725,119081,119273,119420,119608,119883,120122,120449,120733,120973,121145,121173,121282,121343,121572,121821,122015,122118,122061,121904,121391,121000,120671,120703,120590,120702,120575,120434,120086,119812,119635,119518,119388,119253,119081,118963,118752,118334,117960,117667,117656,117547,117528,117346,117477,117664,117659,117278,116890,116702,116541,116076,115576,115199,114913,114650,114300,113790,113442,113055,112651,112230,112029,112118,112022,111859,111554,111379,111156,111029,110918,110990,111204,111254,111114,110892,110762,110546,110303,110233,110449,110673,110763,110760,110819,111108,111278,111500,111679,112090,112580,112837,112764,112718,112765,113026,113140,113116,113218,113226,113431,113439,113461,113392,113444,113498,113717,113898,114051,114233,114290,114370,114156,114149,113947,114053,114088,114257,114229,114107,113949,113628,113392,113236,113309,113130,113214,113133,113214,113089,112945,112807,112836,112949,113127,113221,113338,113451,113545,113582,113614,113422,113339,113084,112949,112804,112771,112534,112328,112143,111951,111846,111721,111919,111996,112229,112315,112408,112389,112564,112693,112876,113053,113237
394898,"Myrtle Beach, SC",136,"","","","","","","","","","","","","","","","","","","",123651,124496,124900,125170,124822,124310,124474,125064,126064,127166,128303,129304,130209,130413,130614,131150,132507,133984,134925,135229,135131,134863,134588,134490,134602,134820,135045,135882,136819,137959,138486,139040,139207,139415,139586,139891,140194,140450,140746,141230,141603,141918,141880,141859,141968,142116,142380,142648,142908,143168,143312,142846,142885,142754,143431,143801,144371,144838,145172,145478,145906,146448,146988,147614,148046,148514,148859,149223,149633,150256,150973,151705,152321,153014,153802,154906,155894,157299,158717,160604,162249,163698,165435,167297,169533,171615,174466,177103,180060,182741,185402,188306,191478,195213,198878,202677,206653,210834,213881,217429,221028,224805,228347,230968,234000,236040,238148,240160,241021,241166,240867,240752,240708,240265,239852,239228,237982,237234,235940,234769,233788,233033,232804,231842,230222,228280,226259,224845,223021,220681,218389,215222,211667,208014,204592,201545,198609,196022,193468,190825,188630,186648,184946,183317,182405,181919,181630,180999,179970,179057,178279,177310,175967,174546,172556,171039,169831,167833,165505,162948,162566,161938,161229,160198,159696,159591,159688,159789,159194,159960,160759,162070,160468,159344,158240,157990,157399,156513,156276,155877,155835,155288,154979,154484,155447,156486,157937,158953,160008,161409,162229,163408,164743,165802,166495,167293,167786,167644,167236,167348,167912,168219,168952,169411,169114,168877,169062,169752,170513,171671,172520,173076,173328,173498,173225,172738,173309,174365,175765,176312,176781,176661,176979,177055,177208,177721,178648,180086,181202,181615,181038,180720,180557,181516,182390,183563,184515,185258,185912,186346,186497,186768,187793,188963,191001,192480,193930,194985,195731,196483,197013,197924,198665,199390,199717,200753,201106,201544,201542,201753,202279,202776,203346,203544,203966,204395,204878,204647
